city,latitude,longitude,cityFIPS7,county,countyPrimary_igfi,countyPrimary,countyFIPS5,stateName,type
Mount Pleasant,40.9716959,-91.5487714,1954705,Henry,x,,19087,Iowa,
Mount Sterling,40.6178099,-91.9321165,1954750,Van Buren,x,,19177,Iowa,unincorporated community
Mount Union,41.0578079,-91.3904332,1954795,Henry,x,,19087,Iowa,
Mount Vernon,41.9219522,-91.4168371,1954840,Linn,x,,19113,Iowa,
Moville,42.4888809,-96.0725193,1954930,Woodbury,x,,19193,Iowa,
Murray,41.0417646,-93.9493246,1955065,Clarke,x,,19039,Iowa,
Bartlett,40.8850003,-95.7950038,1904735,Fremont,x,,19071,Iowa,CDP
Muscatine,41.424473,-91.0432051,1955110,Muscatine,x,,19139,Iowa,
Mystic,40.7796806,-92.9449772,1955200,Appanoose,x,,19007,Iowa,
Nashua,42.9522221,-92.5386382,1955335,Chickasaw,x,,19037,Iowa,
Nemaha,42.5158137,-95.0883246,1955515,Sac,x,,19161,Iowa,
Neola,41.4488816,-95.6155615,1955560,Pottawattamie,x,,19155,Iowa,
Nevada,42.0227184,-93.4523014,1955695,Story,x,,19169,Iowa,
New Albin,43.496621,-91.2877212,1955785,Allamakee,x,,19005,Iowa,
New Hampton,43.0592724,-92.317864,1956100,Chickasaw,x,,19037,Iowa,
New Hartford,42.5669261,-92.6221368,1956145,Butler,x,,19023,Iowa,
New Haven,43.284444,-92.641944,1956190,Mitchell,x,,19131,Iowa,CDP
Bassett,43.062196,-92.5168492,1904780,Chickasaw,x,,19037,Iowa,
New Liberty,41.7178039,-90.8790371,1956280,Scott,x,,19163,Iowa,
New London,40.9269776,-91.3995992,1956325,Henry,x,,19087,Iowa,
New Market,40.7311,-94.8996976,1956370,Taylor,x,,19173,Iowa,
New Providence,42.2810955,-93.1715923,1956415,Hardin,x,,19083,Iowa,
New Sharon,41.4666683,-92.6474129,1956460,Mahaska,x,,19123,Iowa,
New Vienna,42.5480503,-91.1143005,1956550,Dubuque,x,,19061,Iowa,
New Virginia,41.1822168,-93.7288305,1956595,Warren,x,,19181,Iowa,
Newell,42.6055342,-95.002767,1955965,Buena Vista,x,,19021,Iowa,
Newhall,41.9955551,-91.9676815,1956055,Benton,x,,19011,Iowa,
Newton,41.7033177,-93.0573533,1956505,Jasper,x,,19099,Iowa,
Batavia,40.9942123,-92.1673287,1904825,Jefferson,x,,19101,Iowa,
Nichols,41.4811351,-91.3076576,1956685,Muscatine,x,,19139,Iowa,
Nodaway,40.9377263,-94.8935601,1956865,Adams,x,,19003,Iowa,
Nora Springs,43.1427466,-93.0043668,1956910,Cerro Gordo,,,19033,Iowa,
Nora Springs,43.1427466,-93.0043668,1956910,Floyd,x,x,19067,Iowa,
North Buena Vista,42.6797163,-90.9565171,1957135,Clayton,x,,19043,Iowa,
North English,41.5138978,-92.0762891,1957225,Iowa,x,x,19095,Iowa,
North English,41.5138978,-92.0762891,1957225,Keokuk,,,19107,Iowa,
North Liberty,41.739482,-91.6080974,1957360,Johnson,x,,19103,Iowa,
North Washington,43.1180284,-92.4168452,1957495,Chickasaw,x,,19037,Iowa,
Northboro,40.6077742,-95.2916488,1957045,Page,x,,19145,Iowa,
Afton,41.0284183,-94.1975786,1900595,Union,x,,19175,Iowa,
Battle Creek,42.315544,-95.5986135,1904870,Ida,x,,19093,Iowa,
Northwood,43.4441245,-93.2210371,1957630,Worth,x,,19195,Iowa,
Norwalk,41.475546,-93.6788304,1957675,Warren,x,,19181,Iowa,
Norway,41.9027805,-91.9215691,1957720,Benton,x,,19011,Iowa,
Numa,40.6880678,-92.9779805,1957945,Appanoose,x,,19007,Iowa,
Oakland Acres,41.7199004,-92.8215666,1958170,Jasper,x,,19099,Iowa,
Oakland,41.3094375,-95.3957997,1958080,Pottawattamie,x,,19155,Iowa,
Oakville,41.0997561,-91.0445898,1958395,Louisa,x,,19115,Iowa,
Ocheyedan,43.4178725,-95.5346906,1958530,Osceola,x,,19143,Iowa,
Odebolt,42.3110926,-95.2526878,1958575,Sac,x,,19161,Iowa,
Oelwein,42.6784949,-91.9119586,1958620,Fayette,x,,19065,Iowa,
Baxter,41.8260998,-93.1515905,1904915,Jasper,x,,19099,Iowa,
Ogden,42.0395595,-94.0320167,1958665,Boone,x,,19015,Iowa,
Okoboji,43.3863521,-95.1483293,1958710,Dickinson,x,,19059,Iowa,
Olds,41.1341914,-91.5448829,1958890,Henry,x,,19087,Iowa,
Olin,41.9980675,-91.1415456,1958980,Jones,x,,19105,Iowa,
Ollie,41.19807,-92.0924001,1959070,Keokuk,x,,19107,Iowa,
Onawa,42.0266548,-96.0972376,1959115,Monona,x,,19133,Iowa,
Onslow,42.1069559,-91.0151466,1959250,Jones,x,,19105,Iowa,
Orange City,43.0072087,-96.0583523,1959475,Sioux,x,,19167,Iowa,
Orchard,43.2274731,-92.7721384,1959520,Mitchell,x,,19131,Iowa,
Orient,41.203044,-94.4146845,1959565,Adair,x,,19001,Iowa,
Bayard,41.85193,-94.5583076,1904960,Guthrie,x,,19077,Iowa,
Orleans,43.4471715,-95.0926138,1959655,Dickinson,x,,19059,Iowa,
Osage,43.2841382,-92.8190838,1959745,Mitchell,x,,19131,Iowa,
Osceola,41.0342618,-93.766759,1959835,Clarke,x,,19039,Iowa,
Oskaloosa,41.2916728,-92.6493595,1959925,Mahaska,x,,19123,Iowa,
Ossian,43.145809,-91.7632108,1959970,Winneshiek,x,,19191,Iowa,
Osterdock,42.7336012,-91.1579083,1960015,Clayton,x,,19043,Iowa,
Otho,42.4246934,-94.1502372,1960105,Webster,x,,19187,Iowa,
Oto,42.2838792,-95.8930651,1960240,Woodbury,x,,19193,Iowa,
Otranto,43.4582977,-92.9857505,1960285,Mitchell,x,,19131,Iowa,CDP
Ottosen,42.8949702,-94.3799697,1960420,Humboldt,x,,19091,Iowa,
Beacon,41.2765637,-92.6815709,1905050,Mahaska,x,,19123,Iowa,
Ottumwa,41.0160293,-92.4083022,1960465,Wapello,x,,19179,Iowa,
Owasa,42.4335928,-93.2071473,1960555,Hardin,x,,19083,Iowa,
Oxford,41.7233397,-91.7906751,1960645,Johnson,x,,19103,Iowa,
Oxford Junction,41.9836283,-90.9562592,1960690,Jones,x,,19105,Iowa,
Oyens,42.8186005,-96.0586308,1960780,Plymouth,x,,19149,Iowa,
Pacific Junction,41.0187126,-95.8010851,1960825,Mills,x,,19129,Iowa,
Packwood,41.1327937,-92.0826771,1960915,Jefferson,x,,19101,Iowa,
Palmer,42.6305314,-94.6005333,1961050,Pocahontas,x,,19151,Iowa,
Palo,42.0660485,-91.7961118,1961230,Linn,x,,19113,Iowa,
Panama,41.7263768,-95.4722239,1961275,Shelby,x,,19165,Iowa,
Beaconsfield,40.8077725,-94.0505057,1905095,Ringgold,x,,19159,Iowa,
Panora,41.6916535,-94.3630215,1961320,Guthrie,x,,19077,Iowa,
Panorama Park,41.5555888,-90.4531878,1961365,Scott,x,,19163,Iowa,
Park View,41.6941976,-90.5456923,1961725,Scott,x,,19163,Iowa,CDP
Parkersburg,42.5774797,-92.7868634,1961590,Butler,x,,19023,Iowa,
Parnell,41.5830644,-92.0040662,1961770,Iowa,x,,19095,Iowa,
Paton,42.165256,-94.2530197,1961815,Greene,x,,19073,Iowa,
Patterson,41.3483244,-93.8805023,1961860,Madison,x,,19121,Iowa,
Paullina,42.9791479,-95.6880657,1961905,O'Brien,x,,19141,Iowa,
Pella,41.4080327,-92.916405,1962040,Marion,x,,19125,Iowa,
Peosta,42.4491375,-90.8504116,1962130,Dubuque,x,,19061,Iowa,
Beaman,42.2197079,-92.8235341,1905140,Grundy,x,,19075,Iowa,
Percival,40.7498781,-95.8123265,1962175,Fremont,x,,19071,Iowa,CDP
Perry,41.8385964,-94.1071797,1962355,Dallas,x,,19049,Iowa,
Persia,41.5805459,-95.5669489,1962445,Harrison,x,,19085,Iowa,
Peterson,42.9180333,-95.3438893,1962625,Clay,x,,19041,Iowa,
Pierson,42.5441562,-95.867513,1962760,Woodbury,x,,19193,Iowa,
Pilot Mound,42.1644225,-94.0166209,1962850,Boone,x,,19015,Iowa,
Pioneer,42.6538621,-94.3924703,1962985,Humboldt,x,,19091,Iowa,
Pisgah,41.8313769,-95.9255655,1963075,Harrison,x,,19085,Iowa,
Plainfield,42.8430793,-92.5371264,1963210,Bremer,x,,19017,Iowa,
Plano,40.7555649,-93.046593,1963345,Appanoose,x,,19007,Iowa,
Beaver,42.0383148,-94.1421817,1905185,Boone,x,,19015,Iowa,
Pleasant Hill,41.5873903,-93.5196138,1963525,Polk,x,,19153,Iowa,
Pleasant Plain,41.1472398,-91.8590602,1963615,Jefferson,x,,19101,Iowa,
Pleasanton,40.5805596,-93.7438345,1963570,Decatur,x,,19053,Iowa,
Pleasantville,41.3869578,-93.2682683,1963750,Marion,x,,19125,Iowa,
Plover,42.8784551,-94.6233643,1963840,Pocahontas,x,,19151,Iowa,
Plymouth,43.2446852,-93.1215924,1963885,Cerro Gordo,x,,19033,Iowa,
Pocahontas,42.7355299,-94.6691467,1963975,Pocahontas,x,,19151,Iowa,
Polk City,41.7713764,-93.7129997,1964020,Polk,x,,19153,Iowa,
Pomeroy,42.5510885,-94.6838687,1964065,Calhoun,x,,19025,Iowa,
Popejoy,42.5938659,-93.4260393,1964110,Franklin,x,,19069,Iowa,
Beaverdale,40.846329,-91.20826,1905200,Polk,x,,19153,Iowa,CDP
Portland,43.128576,-93.1235352,1964155,Cerro Gordo,x,,19033,Iowa,CDP
Portsmouth,41.649851,-95.519072,1964200,Shelby,x,,19165,Iowa,
Postville,43.084702,-91.5682015,1964290,Allamakee,x,x,19005,Iowa,
Postville,43.084702,-91.5682015,1964290,Clayton,,,19043,Iowa,
Prairie City,41.599434,-93.2352053,1964470,Jasper,x,,19099,Iowa,
Prairieburg,42.2383284,-91.4223828,1964425,Linn,x,,19113,Iowa,
Prescott,41.0230428,-94.6135795,1964560,Adams,x,,19003,Iowa,
Preston,42.0502844,-90.3960275,1964605,Jackson,x,,19097,Iowa,
Primghar,43.0869215,-95.627232,1964650,O'Brien,x,,19141,Iowa,
Princeton,41.6748689,-90.3409096,1964740,Scott,x,,19163,Iowa,
Bedford,40.666932,-94.721358,1905365,Taylor,x,,19173,Iowa,
Promise City,40.7475076,-93.1471516,1964875,Wayne,x,,19185,Iowa,
Protivin,43.2160819,-92.0910011,1965010,Chickasaw,,,19037,Iowa,
Protivin,43.2160819,-92.0910011,1965010,Howard,x,x,19089,Iowa,
Pulaski,40.696969,-92.2732386,1965055,Davis,x,,19051,Iowa,
Quasqueton,42.394432,-91.7610035,1965235,Buchanan,x,,19019,Iowa,
Quimby,42.6302637,-95.6419522,1965280,Cherokee,x,,19035,Iowa,
Radcliffe,42.3152613,-93.4343757,1965370,Hardin,x,,19083,Iowa,
Rake,43.4838443,-93.9188415,1965415,Winnebago,x,,19189,Iowa,
Ralston,42.0416514,-94.6330332,1965505,Carroll,x,x,19027,Iowa,
Ralston,42.0416514,-94.6330332,1965505,Greene,,,19073,Iowa,
Belle Plaine,41.8955529,-92.2757404,1905590,Benton,x,,19011,Iowa,
Randalia,42.8630359,-91.8857222,1965550,Fayette,x,,19065,Iowa,
Randall,42.2372154,-93.6030745,1965595,Hamilton,x,,19079,Iowa,
Randolph,40.8730547,-95.5663852,1965640,Fremont,x,,19071,Iowa,
Rathbun,40.8011228,-92.8888099,1965730,Appanoose,x,,19007,Iowa,
Raymond,42.468826,-92.2200485,1965820,Black Hawk,x,,19013,Iowa,
Readlyn,42.7036787,-92.2253667,1965910,Bremer,x,,19017,Iowa,
Reasnor,41.5783259,-93.0232541,1965955,Jasper,x,,19099,Iowa,
Red Oak,41.0170937,-95.2214477,1966135,Montgomery,x,,19137,Iowa,
Redding,40.6047134,-94.387736,1966000,Ringgold,x,,19159,Iowa,
Redfield,41.5894322,-94.19607,1966045,Dallas,x,,19049,Iowa,
Agency,40.996114,-92.3072825,1900640,Wapello,x,,19179,Iowa,
Bellevue,42.2588936,-90.4257531,1905635,Jackson,x,,19097,Iowa,
Reinbeck,42.323597,-92.5993615,1966315,Grundy,x,,19075,Iowa,
Rembrandt,42.8255331,-95.1663837,1966360,Buena Vista,x,,19021,Iowa,
Remsen,42.8125933,-95.9733503,1966405,Plymouth,x,,19149,Iowa,
Renwick,42.8280253,-93.981062,1966450,Humboldt,x,,19091,Iowa,
Rhodes,41.9255437,-93.1863143,1966540,Marshall,x,,19127,Iowa,
Riceville,43.3638571,-92.5540687,1966585,Howard,,,19089,Iowa,
Riceville,43.3638571,-92.5540687,1966585,Mitchell,x,x,19131,Iowa,
Richland,41.1855708,-91.992953,1966720,Keokuk,x,,19107,Iowa,
Rickardsville,42.583331,-90.8840176,1966810,Dubuque,x,,19061,Iowa,
Ricketts,42.1269332,-95.5750019,1966855,Crawford,x,,19047,Iowa,
Belmond,42.84608,-93.6140991,1905680,Wright,x,,19197,Iowa,
Ridgeway,43.2977472,-91.9876632,1967035,Winneshiek,x,,19191,Iowa,
Rinard,42.3397016,-94.4885846,1967125,Calhoun,x,,19025,Iowa,
Ringsted,43.2946832,-94.5116428,1967170,Emmet,x,,19063,Iowa,
Rippey,41.9338725,-94.2013503,1967215,Greene,x,,19073,Iowa,
Riverdale,41.5444778,-90.4581879,1967350,Scott,x,,19163,Iowa,
Riverside,41.4797413,-91.5812759,1967440,Washington,x,,19183,Iowa,
River Sioux,41.805833,-96.046111,1967530,Harrison,x,,19085,Iowa,CDP
Riverton,40.686945,-95.5686027,1967575,Fremont,x,,19071,Iowa,
Robins,42.0711084,-91.6668444,1967800,Linn,x,,19113,Iowa,
Rochester,41.6735566,-91.1580589,1967890,Cedar,x,,19031,Iowa,CDP
Bennett,41.7403023,-90.9737626,1905770,Cedar,x,,19031,Iowa,
Rock Falls,43.2055206,-93.0890915,1968025,Cerro Gordo,x,,19033,Iowa,
Rock Rapids,43.4271945,-96.1758598,1968160,Lyon,x,,19119,Iowa,
Rock Valley,43.2052594,-96.2950263,1968205,Sioux,x,,19167,Iowa,
Rockford,43.0521922,-92.9485301,1968070,Floyd,x,,19067,Iowa,
Rockwell,42.985244,-93.1918688,1968250,Cerro Gordo,x,,19033,Iowa,
Rockwell City,42.3952576,-94.6338671,1968295,Calhoun,x,,19025,Iowa,
Rodman,43.0285792,-94.531087,1968340,Palo Alton,x,,19147,Iowa,
Rodney,42.2055458,-95.9525106,1968385,Monona,x,,19133,Iowa,
Roland,42.1663746,-93.5018791,1968475,Story,x,,19169,Iowa,
Rolfe,42.8127501,-94.5269204,1968520,Pocahontas,x,,19151,Iowa,
Benton,40.7033242,-94.3582909,1905905,Ringgold,x,,19159,Iowa,
Rome,40.9847479,-91.6834982,1968565,Henry,x,,19087,Iowa,
Rose Hill,41.3219532,-92.4621318,1968700,Mahaska,x,,19123,Iowa,
Roseville,43.0101579,-92.81208,1968800,Floyd,x,,19067,Iowa,CDP
Rossie,43.0133076,-95.1886059,1968925,Clay,x,,19041,Iowa,
Rowan,42.740806,-93.5527076,1969015,Wright,x,,19197,Iowa,
Rowley,42.3699889,-91.8440621,1969060,Buchanan,x,,19019,Iowa,
Royal,43.0655294,-95.2838876,1969105,Clay,x,,19041,Iowa,
Rudd,43.1260815,-92.9057526,1969195,Floyd,x,,19067,Iowa,
Runnells,41.5111013,-93.3574318,1969240,Polk,x,,19153,Iowa,
Russell,40.9836551,-93.1982315,1969285,Lucas,x,,19117,Iowa,
Berkley,41.9449834,-94.1146804,1906040,Boone,x,,19015,Iowa,
Ruthven,43.1291322,-94.8991531,1969330,Palo Alton,x,,19147,Iowa,
Rutland,42.7591386,-94.297744,1969375,Humboldt,x,,19091,Iowa,
Ryan,42.3513791,-91.4815456,1969465,Delaware,x,,19055,Iowa,
Sabula,42.0711347,-90.1740169,1969510,Jackson,x,,19097,Iowa,
Sac City,42.4222033,-94.9897109,1969645,Sac,x,,19161,Iowa,
Sageville,42.5527782,-90.7090161,1969690,Dubuque,x,,19061,Iowa,
Salem,40.8528085,-91.6201612,1970230,Henry,x,,19087,Iowa,
Salix,42.3083253,-96.2878044,1970320,Woodbury,x,,19193,Iowa,
Sanborn,43.1816421,-95.6555674,1970410,O'Brien,x,,19141,Iowa,
Sandyville,41.3708263,-93.386322,1970590,Warren,x,,19181,Iowa,
Bernard,42.3122305,-90.8318003,1906085,Dubuque,x,,19061,Iowa,
Saylorville,41.6785996,-93.6296629,1970995,Polk,x,,19153,Iowa,CDP
Scarville,43.4693987,-93.6174391,1971040,Winnebago,x,,19189,Iowa,
Schaller,42.4997048,-95.2930523,1971085,Sac,x,,19161,Iowa,
Schleswig,42.1652658,-95.4369432,1971130,Crawford,x,,19047,Iowa,
Scranton,42.0224844,-94.5452524,1971310,Greene,x,,19073,Iowa,
Searsboro,41.5805534,-92.7035243,1971355,Poweshiek,x,,19157,Iowa,
Sergeant Bluff,42.4029802,-96.3588424,1971625,Woodbury,x,,19193,Iowa,
Sexton,43.0827432,-94.0891243,1971715,Kossuth,x,,19109,Iowa,CDP
Seymour,40.6822273,-93.1197708,1971760,Wayne,x,,19185,Iowa,
Shambaugh,40.6588798,-95.0319224,1971895,Page,x,,19145,Iowa,
Bertram,41.9497259,-91.5354538,1906175,Linn,x,,19113,Iowa,
Shannon City,40.9016575,-94.2632877,1971940,Ringgold,,,19159,Iowa,
Shannon City,40.9016575,-94.2632877,1971940,Union,x,x,19175,Iowa,
Sharpsburg,40.8024876,-94.6424676,1972075,Taylor,x,,19173,Iowa,
Sheffield,42.8944129,-93.2118688,1972210,Franklin,x,,19069,Iowa,
Shelby,41.5161017,-95.45028,1972300,Pottawattamie,,,19155,Iowa,
Shelby,41.5161017,-95.45028,1972300,Shelby,x,x,19165,Iowa,
Sheldahl,41.8635423,-93.6955061,1972345,Boone,,,19015,Iowa,
Sheldahl,41.8635423,-93.6955061,1972345,Polk,x,x,19153,Iowa,
Sheldahl,41.8635423,-93.6955061,1972345,Story,,,19169,Iowa,
Sheldon,43.1812107,-95.8569539,1972390,O'Brien,x,x,19141,Iowa,
Bettendorf,41.56085,-90.48344,1906355,Scott,x,,19163,Iowa,
Sheldon,43.1812107,-95.8569539,1972390,Sioux,,,19167,Iowa,
Shell Rock,42.710237,-92.5829563,1972435,Butler,x,,19023,Iowa,
Shellsburg,42.0945385,-91.8693231,1972480,Benton,x,,19011,Iowa,
Shenandoah,40.7667389,-95.3761506,1972525,Fremont,,,19071,Iowa,
Shenandoah,40.7667389,-95.3761506,1972525,Page,x,x,19145,Iowa,
Sherrill,42.6038868,-90.7845716,1972660,Dubuque,x,,19061,Iowa,
Shueyville,41.8505633,-91.6465645,1972840,Johnson,x,,19103,Iowa,
Sibley,43.3999861,-95.7516395,1972975,Osceola,x,,19143,Iowa,
Sidney,40.7483337,-95.6474959,1973065,Fremont,x,,19071,Iowa,
Sigourney,41.3333445,-92.2046255,1973110,Keokuk,x,,19107,Iowa,
Bevington,41.3605472,-93.7907776,1906490,Madison,x,x,19121,Iowa,
Silver City,41.1133311,-95.637226,1973155,Mills,x,,19129,Iowa,
Sioux Center,43.0797991,-96.1756935,1973290,Sioux,x,,19167,Iowa,
Sioux City,42.4999942,-96.4003069,1973335,Plymouth,,,19149,Iowa,
Sioux City,42.4999942,-96.4003069,1973335,Woodbury,x,x,19193,Iowa,
Sioux Rapids,42.8933093,-95.1511051,1973425,Buena Vista,x,,19021,Iowa,
Slater,41.8778194,-93.6821269,1973515,Story,x,,19169,Iowa,
Sloan,42.2337584,-96.2244905,1973605,Woodbury,x,,19193,Iowa,
Smithland,42.229157,-95.9308434,1973650,Woodbury,x,,19193,Iowa,
Soldier,41.9852663,-95.7794517,1973785,Monona,x,,19133,Iowa,
Solon,41.8072344,-91.4940604,1973875,Johnson,x,,19103,Iowa,
Bevington,41.3605472,-93.7907776,1906490,Warren,,,19181,Iowa,
Somers,42.3784454,-94.430297,1973920,Calhoun,x,,19025,Iowa,
South Amana,41.7761175,-91.9674013,1973965,Iowa,x,,19095,Iowa,CDP
South English,41.452232,-92.090456,1974055,Keokuk,x,,19107,Iowa,
Spencer,43.1450748,-95.144318,1974280,Clay,x,,19041,Iowa,
Spillville,43.2049718,-91.9509965,1974370,Winneshiek,x,,19191,Iowa,
Spirit Lake,43.4226192,-95.1022313,1974415,Dickinson,x,,19059,Iowa,
Spragueville,42.0725226,-90.4351311,1974460,Jackson,x,,19097,Iowa,
Spring Hill,41.4122722,-93.6509177,1974685,Warren,x,,19181,Iowa,
Springbrook,42.1641858,-90.4765187,1974505,Jackson,x,,19097,Iowa,
Springville,42.0594453,-91.4426703,1974775,Linn,x,,19113,Iowa,
Ainsworth,41.2875208,-91.5515505,1900730,Washington,x,,19183,Iowa,
Birmingham,40.8789129,-91.9471165,1906625,Van Buren,x,,19177,Iowa,
St. Ansgar,43.3784811,-92.9203887,1969735,Mitchell,x,,19131,Iowa,
St. Anthony,42.1222087,-93.194926,1969780,Marshall,x,,19127,Iowa,
St. Benedict,43.0380218,-94.0644012,1969825,Kossuth,x,,19109,Iowa,CDP
St. Charles,41.2883257,-93.8093887,1969915,Madison,x,,19121,Iowa,
St. Donatus,42.3608433,-90.5392951,1969960,Jackson,x,,19097,Iowa,
St. Joseph,42.9133025,-94.2271851,1970005,Kossuth,x,,19109,Iowa,CDP
St. Lucas,43.0665745,-91.9332498,1970050,Fayette,x,,19065,Iowa,
St. Marys,41.3089145,-93.7327191,1970095,Warren,x,,19181,Iowa,
St. Olaf,42.9285957,-91.3862484,1970140,Clayton,x,,19043,Iowa,
St. Paul,40.7696706,-91.5164208,1970185,Lee,x,,19111,Iowa,
Blairsburg,42.4814442,-93.6430922,1906760,Hamilton,x,,19079,Iowa,
Stacyville,43.4389912,-92.7822974,1974820,Mitchell,x,,19131,Iowa,
Stanhope,42.2888698,-93.7960607,1974910,Hamilton,x,,19079,Iowa,
Stanley,42.6427617,-91.8126663,1974955,Buchanan,x,x,19019,Iowa,
Stanley,42.6427617,-91.8126663,1974955,Fayette,,,19065,Iowa,
Stanton,40.9777689,-95.1016534,1975000,Montgomery,x,,19137,Iowa,
Stanwood,41.8930715,-91.1507132,1975045,Cedar,x,,19031,Iowa,
State Center,42.0166544,-93.1635365,1975135,Marshall,x,,19127,Iowa,
Steamboat Rock,42.4055374,-93.0724235,1975180,Hardin,x,,19083,Iowa,
Stone City,42.1128423,-91.3495198,1975540,Jones,x,,19105,Iowa,CDP
Stockport,40.8575265,-91.8351687,1975405,Van Buren,x,,19177,Iowa,
Blairstown,41.9086563,-92.0845119,1906805,Benton,x,,19011,Iowa,
Stockton,41.5910797,-90.8565882,1975450,Muscatine,x,,19139,Iowa,
Storm Lake,42.6430359,-95.2019399,1975630,Buena Vista,x,,19021,Iowa,
Story City,42.1871601,-93.5955532,1975675,Story,x,,19169,Iowa,
Stout,42.52637,-92.7118626,1975720,Grundy,x,,19075,Iowa,
Stratford,42.2713655,-93.9271721,1975810,Hamilton,x,x,19079,Iowa,
Stratford,42.2713655,-93.9271721,1975810,Webster,,,19187,Iowa,
Strawberry Point,42.6835955,-91.5340348,1975855,Clayton,x,,19043,Iowa,
Struble,42.8952663,-96.1953,1975945,Plymouth,x,,19149,Iowa,
Stuart,41.5034243,-94.3183715,1975990,Adair,,,19001,Iowa,
Stuart,41.5034243,-94.3183715,1975990,Guthrie,x,x,19077,Iowa,
Blakesburg,40.9614278,-92.6341184,1906850,Wapello,x,,19179,Iowa,
Sully,41.5783288,-92.8449164,1976035,Jasper,x,,19099,Iowa,
Sumner,42.8474801,-92.0915633,1976260,Bremer,x,x,19017,Iowa,
Sumner,42.8474801,-92.0915633,1976260,Fayette,,,19065,Iowa,
Sun Valley Lake,40.8533373,-94.0606029,1976415,Ringgold,x,,19159,Iowa,CDP
Superior,43.4322956,-94.9473346,1976440,Dickinson,x,,19059,Iowa,
Sutherland,42.9741434,-95.4975058,1976485,O'Brien,x,,19141,Iowa,
Swaledale,42.9771521,-93.314887,1976620,Cerro Gordo,x,,19033,Iowa,
Swan,41.4652689,-93.3113196,1976665,Marion,x,,19125,Iowa,
Swea City,43.384403,-94.3149681,1976755,Kossuth,x,,19109,Iowa,
Swisher,41.8458406,-91.693232,1976890,Johnson,x,,19103,Iowa,
Blanchard,40.5791617,-95.2216466,1906895,Page,x,,19145,Iowa,
Tabor,40.8983329,-95.6713891,1976935,Fremont,x,x,19071,Iowa,
Tabor,40.8983329,-95.6713891,1976935,Mills,,,19129,Iowa,
Tama,41.9627392,-92.576753,1977115,Tama,x,,19171,Iowa,
Templeton,41.9183824,-94.9430298,1977340,Carroll,x,,19027,Iowa,
Tennant,41.5936006,-95.4411127,1977430,Shelby,x,,19165,Iowa,
Terril,43.3057947,-94.9716565,1977520,Dickinson,x,,19059,Iowa,
Thayer,41.0280479,-94.0507827,1977565,Union,x,,19175,Iowa,
Thompson,43.3713445,-93.7735556,1977745,Winnebago,x,,19189,Iowa,
Thor,42.6880263,-94.0493982,1977790,Humboldt,x,,19091,Iowa,
Thornburg,41.4547292,-92.3357394,1977835,Keokuk,x,,19107,Iowa,
Blencoe,41.9305435,-96.0819587,1906940,Monona,x,,19133,Iowa,
Thornton,42.9444529,-93.3846691,1977880,Cerro Gordo,x,,19033,Iowa,
Thurman,40.8200005,-95.7477788,1977970,Fremont,x,,19071,Iowa,
Tiffin,41.7069149,-91.6632783,1978060,Johnson,x,,19103,Iowa,
Tingley,40.8527699,-94.1952307,1978195,Ringgold,x,,19159,Iowa,
Tipton,41.7697434,-91.1279349,1978285,Cedar,x,,19031,Iowa,
Titonka,43.236906,-94.0413443,1978330,Kossuth,x,,19109,Iowa,
Toeterville,43.4426122,-92.8908545,1978465,Mitchell,x,,19131,Iowa,CDP
Toledo,41.9972134,-92.5835266,1978510,Tama,x,,19171,Iowa,
Toronto,41.9050213,-90.8640346,1978600,Clinton,x,,19045,Iowa,
Traer,42.1936007,-92.4654688,1978735,Tama,x,,19171,Iowa,
Blockton,40.6155454,-94.4771826,1906985,Taylor,x,,19173,Iowa,
Treynor,41.2324965,-95.6130608,1978825,Pottawattamie,x,,19155,Iowa,
Tripoli,42.8080363,-92.2582341,1978915,Bremer,x,,19017,Iowa,
Truesdale,42.729146,-95.1827734,1979095,Buena Vista,x,,19021,Iowa,
Truro,41.2097152,-93.8466116,1979140,Madison,x,,19121,Iowa,
Turin,42.0194325,-95.9663995,1979185,Monona,x,,19133,Iowa,
Twin Lakes,42.4349344,-94.7070616,1979335,Calhoun,x,,19025,Iowa,CDP
Udell,40.7797502,-92.7421407,1979410,Appanoose,x,,19007,Iowa,
Underwood,41.3869388,-95.676674,1979500,Pottawattamie,x,,19155,Iowa,
Union,42.2455405,-93.0646468,1979545,Hardin,x,,19083,Iowa,
Unionville,40.8183488,-92.6954705,1979680,Appanoose,x,,19007,Iowa,
Bloomfield,40.7516884,-92.4149074,1907030,Davis,x,,19051,Iowa,
University Heights,41.6550163,-91.5568354,1979770,Johnson,x,,19103,Iowa,
University Park,41.2869513,-92.6185251,1979815,Mahaska,x,,19123,Iowa,
Urbana,42.2241596,-91.8743444,1979905,Benton,x,,19011,Iowa,
Urbandale,41.6266555,-93.7121656,1979950,Dallas,,,19049,Iowa,
Urbandale,41.6266555,-93.7121656,1979950,Polk,x,x,19153,Iowa,
Ute,42.0502666,-95.7063942,1979995,Monona,x,,19133,Iowa,
Vail,42.0594309,-95.2002723,1980130,Crawford,x,,19047,Iowa,
Valeria,41.7299883,-93.3252075,1980175,Jasper,x,,19099,Iowa,
Van Horne,42.0086088,-92.091016,1980400,Benton,x,,19011,Iowa,
Van Meter,41.5333223,-93.9543949,1980445,Dallas,x,,19049,Iowa,
Blue Grass,41.5089194,-90.7659767,1907075,Scott,x,,19163,Iowa,
